Exp,Site,Hole,Core,CoreType,Section,TopDepth,BottomDepth,CuratedLength
GLAD9-PET06,2,B,9,H,2,24.642,26.067,1.425
GLAD9-PET06,2,B,9,H,9,26.067,26.087,0.02
GLAD9-PET06,2,B,10,H,1,26.14,27.64,1.5
GLAD9-PET06,2,B,10,H,2,27.64,28.905,1.265
GLAD9-PET06,2,B,10,H,9,28.905,28.925,0.02
GLAD9-PET06,2,B,11,H,1,29.14,30.62,1.48
GLAD9-PET06,2,B,11,H,2,30.62,32.01,1.39
GLAD9-PET06,2,B,11,H,9,32.01,32.09,0.08
GLAD9-PET06,2,B,12,H,1,32.14,33.61950683,1.48
GLAD9-PET06,2,B,12,H,2,33.61950683,35.07002333,1.451
GLAD9-PET06,2,B,12,H,9,35.07002333,35.14,0.07
GLAD9-PET06,2,B,13,H,1,35.14,36.62,1.48
GLAD9-PET06,2,B,13,H,2,36.62,38.065,1.445
GLAD9-PET06,2,B,13,H,9,38.065,38.125,0.06
GLAD9-PET06,2,B,14,H,1,38.14,39.64249584,1.505
GLAD9-PET06,2,B,14,H,2,39.64249584,41.12003328,1.48
GLAD9-PET06,2,B,14,H,9,41.12003328,41.14,0.02
GLAD9-PET06,2,C,1,H,1,41.2,41.405,0.205
GLAD9-PET06,2,C,1,H,2,41.405,41.485,0.08
GLAD9-PET06,2,C,1,H,3,41.485,42.43,0.945
GLAD9-PET06,2,C,1,H,4,42.43,43.815,1.385
GLAD9-PET06,2,C,1,H,9,43.815,43.835,0.02
GLAD9-PET06,2,C,2,H,1,44.2,45.703,1.503
GLAD9-PET06,2,C,2,H,2,45.703,47.033,1.33
GLAD9-PET06,2,C,2,H,9,47.033,47.093,0.06
GLAD9-PET06,2,C,3,H,1,47.2,48.685,1.485
GLAD9-PET06,2,C,3,H,2,48.685,50.135,1.45
GLAD9-PET06,2,C,3,H,9,50.135,50.185,0.05
GLAD9-PET06,2,C,4,H,1,50.2,51.705,1.505
GLAD9-PET06,2,C,4,H,2,51.705,52.74,1.035
GLAD9-PET06,2,C,4,H,9,52.74,52.76,0.02
GLAD9-PET06,2,C,5,H,1,52.76,54.255,1.495
GLAD9-PET06,2,C,5,H,2,54.255,55.333,1.078
GLAD9-PET06,2,C,5,H,9,55.333,55.36,0.027
GLAD9-PET06,2,C,6,H,1,55.36,56.87,1.51
GLAD9-PET06,2,C,6,H,2,56.87,58,1.13
GLAD9-PET06,2,C,6,H,9,58,58.02,0.02
GLAD9-PET06,2,C,8,E,9,58.1,58.17,0.07
GLAD9-PET06,2,C,9,H,1,61.1,62.56379026,1.465
GLAD9-PET06,2,C,9,H,2,62.56379026,63.52,0.957
GLAD9-PET06,2,C,10,H,1,63.52,65.03,1.51
GLAD9-PET06,2,C,10,H,9,65.03,65.05,0.02
GLAD9-PET06,2,C,11,A,1,65.05,66.096,1.046
GLAD9-PET06,2,C,11,A,9,66.096,66.176,0.08
GLAD9-PET06,2,C,12,A,1,67.25,67.405,0.155
GLAD9-PET06,2,C,13,E,1,70.4,71.77244742,1.501
GLAD9-PET06,2,C,13,E,2,71.77244742,73.14398049,1.5
GLAD9-PET06,2,C,13,E,3,73.14398049,73.38171289,0.26
GLAD9-PET06,2,C,13,E,9,73.38171289,73.4,0.02
GLAD9-PET06,2,C,14,E,1,73.4,73.756,0.356
GLAD9-PET06,2,C,14,E,9,73.756,73.786,0.03
GLAD9-PET06,2,C,15,E,1,76.4,76.485,0.085
GLAD9-PET06,2,C,15,E,9,76.485,76.495,0.01
GLAD9-PET06,2,C,16,E,1,79.4,79.542,0.142
GLAD9-PET06,2,D,1,H,1,0,1.498,1.498
GLAD9-PET06,2,D,1,H,2,1.498,2.843,1.345
GLAD9-PET06,2,D,1,H,9,2.843,2.923,0.08
GLAD9-PET06,2,D,2,H,1,2.923,4.369945338,1.5
GLAD9-PET06,2,D,2,H,2,4.369945338,5.797598071,1.48
GLAD9-PET06,2,D,2,H,9,5.797598071,5.923,0.13
GLAD9-PET06,2,D,3,H,1,5.923,7.372920509,1.52
GLAD9-PET06,2,D,3,H,2,7.372920509,8.560519873,1.245
GLAD9-PET06,2,D,3,H,3,8.560519873,8.798993641,0.25
GLAD9-PET06,2,D,3,H,9,8.798993641,8.923,0.13
GLAD9-PET06,2,D,4,H,1,8.923,9.783,0.86
GLAD9-PET06,2,D,4,H,9,9.783,9.863,0.08
GLAD9-PET06,2,D,5,H,1,11.923,13.422,1.499
GLAD9-PET06,2,D,5,H,2,13.422,14.704,1.282
GLAD9-PET06,2,D,5,H,9,14.704,14.814,0.11
GLAD9-PET06,2,D,6,H,1,14.923,16.413,1.49
GLAD9-PET06,2,D,6,H,2,16.413,17.708,1.295
GLAD9-PET06,2,D,6,H,3,17.708,17.762,0.054
GLAD9-PET06,2,D,6,H,9,17.762,17.822,0.06
GLAD9-PET06,2,D,7,H,1,17.923,19.41952663,1.508
GLAD9-PET06,2,D,7,H,2,19.41952663,20.803913,1.395
GLAD9-PET06,2,D,7,H,3,20.803913,20.85353258,0.05
GLAD9-PET06,2,D,7,H,9,20.85353258,20.923,0.07
GLAD9-PET06,2,D,8,H,1,20.923,22.403,1.48
GLAD9-PET06,2,D,8,H,2,22.403,23.805,1.402
GLAD9-PET06,2,D,8,H,3,23.805,23.858,0.053
GLAD9-PET06,2,D,8,H,9,23.858,23.908,0.05
GLAD9-PET06,2,D,9,H,1,23.923,25.423,1.5
GLAD9-PET06,2,D,9,H,2,25.423,26.809,1.386
GLAD9-PET06,2,D,9,H,3,26.809,26.864,0.055
GLAD9-PET06,2,D,10,H,1,26.923,28.402,1.479
GLAD9-PET06,2,D,10,H,2,28.402,29.819,1.417
GLAD9-PET06,2,D,10,H,3,29.819,29.902,0.083
GLAD9-PET06,2,D,10,H,9,29.902,29.912,0.01
GLAD9-PET06,2,D,11,H,1,29.923,31.403,1.48
GLAD9-PET06,2,D,11,H,2,31.403,32.79,1.387
GLAD9-PET06,2,D,11,H,3,32.79,32.841,0.051
GLAD9-PET06,2,D,11,H,9,32.841,32.881,0.04
GLAD9-PET06,2,D,12,H,1,32.923,34.183,1.26
GLAD9-PET06,2,D,12,H,2,34.183,35.19,1.007
GLAD9-PET06,2,D,12,H,3,35.19,35.772,0.582
GLAD9-PET06,2,D,12,H,9,35.772,35.822,0.05
GLAD9-PET06,2,D,13,H,1,35.923,37.443,1.52
GLAD9-PET06,2,D,13,H,2,37.443,38.865,1.422
GLAD9-PET06,2,D,13,H,9,38.865,38.915,0.05
GLAD9-PET06,2,D,14,H,1,38.923,40.443,1.52
GLAD9-PET06,2,D,14,H,2,40.443,41.874,1.431
GLAD9-PET06,2,D,14,H,9,41.874,41.904,0.03
GLAD9-PET06,2,E,1,H,1,45,46.502,1.502
GLAD9-PET06,2,E,1,H,2,46.502,47.915,1.413
GLAD9-PET06,2,E,1,H,3,47.915,47.965,0.05
GLAD9-PET06,2,E,1,H,9,47.965,47.985,0.02
GLAD9-PET06,2,E,2,H,1,58.2,59.44007937,1.25
GLAD9-PET06,2,E,2,H,9,59.44007937,59.45,0.01
GLAD9-PET06,2,E,3,H,9,59.45,59.48,0.03
GLAD9-PET06,2,E,4,E,1,59.45,60.95,1.5
GLAD9-PET06,2,E,4,E,2,60.95,62.03,1.08
GLAD9-PET06,2,E,4,E,9,62.03,62.175,0.145
GLAD9-PET06,2,E,5,H,1,62.45,63.95246305,1.525
GLAD9-PET06,2,E,5,H,2,63.95246305,65.45,1.52
GLAD9-PET06,2,E,6,H,1,65.45,66.9,1.45
GLAD9-PET06,2,E,6,H,2,66.9,67.86,0.96
GLAD9-PET06,2,E,6,H,9,67.86,67.89,0.03
GLAD9-PET06,3,A,1,H,1,0.8,2.31,1.51
GLAD9-PET06,3,A,1,H,2,2.31,3.45,1.14
GLAD9-PET06,3,A,1,H,9,3.45,3.48,0.03
GLAD9-PET06,3,A,2,H,1,3.8,5.25,1.45
GLAD9-PET06,3,A,2,H,2,5.25,6.642,1.392
GLAD9-PET06,3,A,2,H,9,6.642,6.794,0.152
GLAD9-PET06,3,A,3,H,1,6.8,8.3,1.5
GLAD9-PET06,3,A,3,H,2,8.3,9.57,1.27
GLAD9-PET06,3,A,3,H,9,9.57,9.686,0.116
GLAD9-PET06,3,A,4,H,1,9.8,11.3014985,1.503
GLAD9-PET06,3,A,4,H,2,11.3014985,12.68011988,1.38
GLAD9-PET06,3,A,4,H,9,12.68011988,12.8,0.12
GLAD9-PET06,3,A,5,H,1,12.8,14.29751244,1.505
GLAD9-PET06,3,A,5,H,2,14.29751244,15.73034826,1.44
GLAD9-PET06,3,A,5,H,9,15.73034826,15.8,0.07
GLAD9-PET06,3,A,6,H,1,15.8,17.3,1.5
GLAD9-PET06,3,A,6,H,2,17.3,18.76,1.46
GLAD9-PET06,3,A,6,H,9,18.76,18.77,0.01
GLAD9-PET06,3,A,7,H,1,18.8,20.3,1.5
GLAD9-PET06,3,A,7,H,2,20.3,21.75,1.45
GLAD9-PET06,3,A,7,H,9,21.75,21.78,0.03
GLAD9-PET06,3,A,8,H,1,21.8,23.3,1.5
GLAD9-PET06,3,A,8,H,2,23.3,24.78,1.48
GLAD9-PET06,3,A,8,H,9,24.78,24.79,0.01
GLAD9-PET06,3,A,9,H,1,24.8,26.2852459,1.51
GLAD9-PET06,3,A,9,H,2,26.2852459,27.71147541,1.45
GLAD9-PET06,3,A,9,H,9,27.71147541,27.8,0.09
GLAD9-PET06,3,A,10,H,1,27.8,29.29503311,1.505
GLAD9-PET06,3,A,10,H,2,29.29503311,30.74039735,1.455
GLAD9-PET06,3,A,10,H,9,30.74039735,30.8,0.06
GLAD9-PET06,3,A,11,H,1,30.8,32.29501661,1.5
GLAD9-PET06,3,A,11,H,2,32.29501661,33.74019934,1.45
GLAD9-PET06,3,A,11,H,9,33.74019934,33.8,0.06
GLAD9-PET06,3,A,12,H,1,33.8,35.3,1.5
GLAD9-PET06,3,A,12,H,2,35.3,36.74,1.44
GLAD9-PET06,3,A,12,H,9,36.74,36.77,0.03
GLAD9-PET06,3,A,13,H,1,36.8,38.31,1.51
GLAD9-PET06,3,A,13,H,2,38.31,39.73,1.42
GLAD9-PET06,3,A,13,H,9,39.73,39.75,0.02
GLAD9-PET06,3,A,14,H,1,39.8,41.3,1.5
GLAD9-PET06,3,A,14,H,2,41.3,42.75,1.45
GLAD9-PET06,3,A,14,H,9,42.75,42.77,0.02
GLAD9-PET06,3,A,15,H,1,42.8,44.32,1.52
GLAD9-PET06,3,A,15,H,2,44.32,45.75,1.43
GLAD9-PET06,3,A,15,H,9,45.75,45.76,0.01
GLAD9-PET06,3,A,16,H,1,45.8,47.3,1.5
GLAD9-PET06,3,A,16,H,2,47.3,48.73,1.43
GLAD9-PET06,3,A,16,H,9,48.73,48.76,0.03
GLAD9-PET06,3,A,17,H,1,48.8,50.15,1.35
GLAD9-PET06,3,A,17,H,9,50.15,50.24,0.09
GLAD9-PET06,3,A,18,H,1,50.3,51.805,1.505
GLAD9-PET06,3,A,18,H,2,51.805,53.25,1.445
GLAD9-PET06,3,A,18,H,9,53.25,53.26,0.01
GLAD9-PET06,3,A,19,H,1,53.3,53.65,0.35
GLAD9-PET06,3,A,19,H,2,53.65,55.15,1.5
GLAD9-PET06,3,A,19,H,3,55.15,56.16,1.01
GLAD9-PET06,3,A,19,H,9,56.16,56.29,0.13
GLAD9-PET06,3,A,20,E,1,56.3,57.6054755,1.51
GLAD9-PET06,3,A,20,E,2,57.6054755,58.39221902,0.91
GLAD9-PET06,3,A,20,E,3,58.39221902,59.2221902,0.96
GLAD9-PET06,3,A,20,E,9,59.2221902,59.3,0.09
GLAD9-PET06,3,A,21,E,1,59.3,60.78760331,1.5
GLAD9-PET06,3,A,21,E,2,60.78760331,62.2107438,1.435
GLAD9-PET06,3,A,21,E,9,62.2107438,62.3,0.09
GLAD9-PET06,3,A,22,E,1,62.3,63.11,0.81
GLAD9-PET06,3,A,22,E,2,63.11,63.99,0.88
GLAD9-PET06,3,A,22,E,9,63.99,64.08,0.09
GLAD9-PET06,3,A,23,E,1,65.3,65.35998286,0.07
GLAD9-PET06,3,A,23,E,2,65.35998286,65.43881748,0.092
GLAD9-PET06,3,A,23,E,3,65.43881748,65.64447301,0.24
GLAD9-PET06,3,A,23,E,4,65.64447301,66.93324764,1.504
GLAD9-PET06,3,A,23,E,5,66.93324764,68.21859469,1.5
GLAD9-PET06,3,A,23,E,9,68.21859469,68.3,0.095
GLAD9-PET06,3,A,24,E,1,68.3,69.78150552,1.522
GLAD9-PET06,3,A,24,E,2,69.78150552,71.26106424,1.52
GLAD9-PET06,3,A,24,E,9,71.26106424,71.3,0.04
GLAD9-PET06,3,A,25,E,1,71.3,72.27045101,1.04
GLAD9-PET06,3,A,25,E,2,72.27045101,73.28755832,1.09
GLAD9-PET06,3,A,25,E,3,73.28755832,74.22068429,1
GLAD9-PET06,3,A,25,E,9,74.22068429,74.3,0.085
GLAD9-PET06,3,A,26,E,1,74.3,75.8,1.5
GLAD9-PET06,3,A,26,E,2,75.8,77.27,1.47
GLAD9-PET06,3,A,26,E,9,77.27,77.3,0.03
GLAD9-PET06,3,A,27,E,1,77.3,78.67614679,1.5
GLAD9-PET06,3,A,27,E,2,78.67614679,80.05229358,1.5
GLAD9-PET06,3,A,27,E,3,80.05229358,80.24495413,0.21
GLAD9-PET06,3,A,27,E,9,80.24495413,80.3,0.06
GLAD9-PET06,3,A,28,E,1,80.3,80.50091324,0.22
GLAD9-PET06,3,A,28,E,2,80.50091324,81.87534247,1.505
GLAD9-PET06,3,A,28,E,3,81.87534247,83.24520548,1.5
GLAD9-PET06,3,A,28,E,9,83.24520548,83.3,0.06
GLAD9-PET06,3,A,29,E,1,83.3,84.74099776,1.502
GLAD9-PET06,3,A,29,E,2,84.74099776,86.18007675,1.5
GLAD9-PET06,3,A,29,E,3,86.18007675,86.27121842,0.095
GLAD9-PET06,3,A,29,E,9,86.27121842,86.3,0.03
GLAD9-PET06,3,A,30,E,1,86.3,87.22,0.92
GLAD9-PET06,3,A,30,E,9,87.22,87.31,0.09
GLAD9-PET06,3,A,31,A,1,87.28,88.025,0.745
GLAD9-PET06,3,A,31,A,9,88.025,88.12,0.095
GLAD9-PET06,3,A,32,E,1,90.28,90.49266968,0.235
GLAD9-PET06,3,A,32,E,2,90.49266968,91.85013575,1.5
GLAD9-PET06,3,A,32,E,3,91.85013575,93.20760181,1.5
GLAD9-PET06,3,A,32,E,9,93.20760181,93.28,0.08
GLAD9-PET06,3,A,33,E,1,93.28,94.726,1.446
GLAD9-PET06,3,A,33,E,9,94.726,94.796,0.07
GLAD9-PET06,3,A,34,A,1,95.13,95.3,0.17
GLAD9-PET06,3,B,1,H,1,0,1.51,1.51
GLAD9-PET06,3,B,1,H,2,1.51,2.83,1.32
GLAD9-PET06,3,B,1,H,9,2.83,2.9,0.07
GLAD9-PET06,3,B,2,H,1,2.89,4.372871126,1.515
GLAD9-PET06,3,B,2,H,2,4.372871126,5.762756933,1.42
GLAD9-PET06,3,B,2,H,9,5.762756933,5.89,0.13
GLAD9-PET06,3,B,3,H,1,5.89,7.4,1.51
GLAD9-PET06,3,B,3,H,2,7.4,8.818,1.418
GLAD9-PET06,3,B,3,H,9,8.818,8.878,0.06
GLAD9-PET06,3,B,4,H,1,8.89,10.41,1.52
GLAD9-PET06,3,B,4,H,2,10.41,11.61,1.2
GLAD9-PET06,3,B,4,H,3,11.61,11.66,0.05
GLAD9-PET06,3,B,4,H,9,11.66,11.68,0.02
GLAD9-PET06,3,B,5,H,1,11.89,13.4,1.51
GLAD9-PET06,3,B,5,H,2,13.4,14.753,1.353
GLAD9-PET06,3,B,5,H,9,14.753,14.778,0.025
GLAD9-PET06,3,B,6,H,1,14.89,16.39,1.5
GLAD9-PET06,3,B,6,H,2,16.39,17.795,1.405
GLAD9-PET06,3,B,6,H,9,17.795,17.885,0.09
GLAD9-PET06,3,B,7,H,1,17.89,19.40747088,1.52
GLAD9-PET06,3,B,7,H,2,19.40747088,20.77019967,1.365
GLAD9-PET06,3,B,7,H,9,20.77019967,20.89,0.12
GLAD9-PET06,3,B,8,H,1,20.89,22.395,1.505
GLAD9-PET06,3,B,8,H,2,22.395,23.795,1.4
GLAD9-PET06,3,B,8,H,9,23.795,23.845,0.05
GLAD9-PET06,3,B,9,H,1,23.89,25.39741351,1.525
GLAD9-PET06,3,B,9,H,2,25.39741351,26.84057661,1.46
GLAD9-PET06,3,B,9,H,9,26.84057661,26.89,0.05
GLAD9-PET06,3,B,10,H,1,26.89,28.38019608,1.52
GLAD9-PET06,3,B,10,H,2,28.38019608,29.81156863,1.46
GLAD9-PET06,3,B,10,H,9,29.81156863,29.89,0.08
GLAD9-PET06,3,B,11,H,1,29.89,31.37534202,1.52
GLAD9-PET06,3,B,11,H,2,31.37534202,32.80205212,1.46
GLAD9-PET06,3,B,11,H,9,32.80205212,32.89,0.09
GLAD9-PET06,3,B,12,E,1,32.89,33.765,0.875
GLAD9-PET06,3,B,12,E,2,33.765,35.265,1.5
GLAD9-PET06,3,B,12,E,9,35.265,35.365,0.1
GLAD9-PET06,3,B,13,E,1,35.89,37.35293888,1.5
GLAD9-PET06,3,B,13,E,2,37.35293888,38.80612484,1.49
GLAD9-PET06,3,B,13,E,9,38.80612484,38.89,0.086
GLAD9-PET06,3,B,14,E,1,38.89,40.32791469,1.517
GLAD9-PET06,3,B,14,E,2,40.32791469,41.77151659,1.523
GLAD9-PET06,3,B,14,E,9,41.77151659,41.89,0.125
GLAD9-PET06,3,B,15,E,1,41.89,43.34192308,1.51
GLAD9-PET06,3,B,15,E,2,43.34192308,44.78903846,1.505
GLAD9-PET06,3,B,15,E,9,44.78903846,44.89,0.105
GLAD9-PET06,3,B,16,E,1,44.89,46.35353323,1.505
GLAD9-PET06,3,B,16,E,2,46.35353323,47.82192869,1.51
GLAD9-PET06,3,B,16,E,3,47.82192869,47.87055105,0.05
GLAD9-PET06,3,B,16,E,9,47.87055105,47.89,0.02
GLAD9-PET06,3,B,17,E,1,47.89,49.36982063,1.5
GLAD9-PET06,3,B,17,E,2,49.36982063,50.0209417,0.66
GLAD9-PET06,3,B,17,E,3,50.0209417,50.07026906,0.05
GLAD9-PET06,3,B,17,E,9,50.07026906,50.09,0.02
GLAD9-PET06,3,B,18,E,1,50.09,50.37,0.28
GLAD9-PET06,3,B,18,E,9,50.37,50.49,0.12
GLAD9-PET06,3,B,19,E,1,52.39,53.79307692,1.52
GLAD9-PET06,3,B,19,E,2,53.79307692,55.19615385,1.52
GLAD9-PET06,3,B,19,E,3,55.19615385,55.28846154,0.1
GLAD9-PET06,3,B,19,E,9,55.28846154,55.39,0.11
GLAD9-PET06,3,B,20,E,1,55.39,56.85341463,1.5
GLAD9-PET06,3,B,20,E,2,56.85341463,58.27292683,1.455
GLAD9-PET06,3,B,20,E,3,58.27292683,58.32658537,0.055
GLAD9-PET06,3,B,20,E,9,58.32658537,58.39,0.065
GLAD9-PET06,3,B,21,E,1,58.39,59.8348,1.505
GLAD9-PET06,3,B,21,E,2,59.8348,61.2748,1.5
GLAD9-PET06,3,B,21,E,3,61.2748,61.3612,0.09
GLAD9-PET06,3,B,21,E,9,61.3612,61.39,0.03
GLAD9-PET06,3,B,22,E,1,61.39,62.85849758,1.515
GLAD9-PET06,3,B,22,E,2,62.85849758,64.32214863,1.51
GLAD9-PET06,3,B,22,E,3,64.32214863,64.38030695,0.06
GLAD9-PET06,3,B,22,E,9,64.38030695,64.39,0.01
GLAD9-PET06,3,B,23,E,1,64.39,65.80955836,1.5
GLAD9-PET06,3,B,23,E,2,65.80955836,66.56665615,0.8
GLAD9-PET06,3,B,23,E,3,66.56665615,67.31429022,0.79
GLAD9-PET06,3,B,23,E,4,67.31429022,67.36160883,0.05
GLAD9-PET06,3,B,23,E,9,67.36160883,67.39,0.03
GLAD9-PET06,3,B,24,E,1,69.26,70.435,1.175
GLAD9-PET06,3,B,24,E,9,70.435,70.445,0.01
GLAD9-PET06,3,B,25,E,1,70.39,71.81879747,1.505
GLAD9-PET06,3,B,25,E,2,71.81879747,72.58303797,0.805
GLAD9-PET06,3,B,25,E,3,72.58303797,72.64,0.06
GLAD9-PET06,3,B,25,E,4,72.64,73.37101266,0.77
GLAD9-PET06,3,B,25,E,9,73.37101266,73.39,0.02
GLAD9-PET06,3,B,26,E,1,73.39,74.81677165,1.51
GLAD9-PET06,3,B,26,E,2,74.81677165,75.58212598,0.81
GLAD9-PET06,3,B,26,E,3,75.58212598,76.3380315,0.8
GLAD9-PET06,3,B,26,E,4,76.3380315,76.38527559,0.05
GLAD9-PET06,3,B,26,E,9,76.38527559,76.39,0.005
GLAD9-PET06,3,B,27,E,1,76.39,76.45005147,0.07
GLAD9-PET06,3,B,27,E,2,76.45005147,77.68968544,1.445
GLAD9-PET06,3,B,27,E,3,77.68968544,78.47035459,0.91
GLAD9-PET06,3,B,27,E,4,78.47035459,79.33852731,1.012
GLAD9-PET06,3,B,27,E,9,79.33852731,79.39,0.06
GLAD9-PET06,3,B,28,E,1,79.39,79.98099617,0.617
GLAD9-PET06,3,B,28,E,2,79.98099617,80.90532567,0.965
GLAD9-PET06,3,B,28,E,3,80.90532567,82.32773946,1.485
GLAD9-PET06,3,B,28,E,4,82.32773946,82.37563218,0.05
GLAD9-PET06,3,B,28,E,9,82.37563218,82.39,0.015
GLAD9-PET06,3,B,29,E,1,82.39,83.74874439,1.515
GLAD9-PET06,3,B,29,E,2,83.74874439,84.46623318,0.8
GLAD9-PET06,3,B,29,E,3,84.46623318,85.29134529,0.92
GLAD9-PET06,3,B,29,E,9,85.29134529,85.39,0.11
GLAD9-PET06,3,B,30,E,1,85.39,86.80314554,1.505
GLAD9-PET06,3,B,30,E,2,86.80314554,87.56370892,0.81
GLAD9-PET06,3,B,30,E,3,87.56370892,88.37591549,0.865
GLAD9-PET06,3,B,30,E,9,88.37591549,88.39,0.015
GLAD9-PET06,3,B,31,E,1,88.39,89.76234043,1.505
GLAD9-PET06,3,B,31,E,2,89.76234043,90.50550152,0.815
GLAD9-PET06,3,B,31,E,3,90.50550152,91.30793313,0.88
GLAD9-PET06,3,B,31,E,9,91.30793313,91.39,0.09
GLAD9-PET06,3,B,32,E,1,91.39,92.89,1.5
GLAD9-PET06,3,B,32,E,9,92.89,92.99,0.1
GLAD9-PET06,3,C,1,H,1,0,0.933,0.933
GLAD9-PET06,3,C,1,H,2,0.933,2.388,1.455
GLAD9-PET06,3,C,1,H,9,2.388,2.465,0.077
GLAD9-PET06,3,C,2,H,1,2.465,3.965,1.5
GLAD9-PET06,3,C,2,H,2,3.965,5.335,1.37
GLAD9-PET06,3,C,2,H,9,5.335,5.425,0.09
GLAD9-PET06,3,C,3,H,1,5.465,6.940409836,1.5
GLAD9-PET06,3,C,3,H,2,6.940409836,8.322377049,1.405
GLAD9-PET06,3,C,3,H,9,8.322377049,8.465,0.145
GLAD9-PET06,3,C,4,H,1,8.465,9.965,1.505
GLAD9-PET06,3,C,4,H,2,9.965,11.37031561,1.41
GLAD9-PET06,3,C,4,H,9,11.37031561,11.465,0.095
GLAD9-PET06,3,C,5,H,9,11.465,11.475,0.01
GLAD9-PET06,3,C,6,H,1,14.465,15.975,1.51
GLAD9-PET06,3,C,6,H,2,15.975,17.165,1.19
GLAD9-PET06,3,C,6,H,9,17.165,17.2,0.035
GLAD9-PET06,3,C,7,H,1,17.465,18.975,1.51
GLAD9-PET06,3,C,7,H,2,18.975,20.395,1.42
GLAD9-PET06,3,C,7,H,9,20.395,20.455,0.06
GLAD9-PET06,3,C,8,H,1,20.465,21.985,1.52
GLAD9-PET06,3,C,8,H,2,21.985,23.405,1.42
GLAD9-PET06,3,C,8,H,9,23.405,23.415,0.01
GLAD9-PET06,3,C,9,H,1,23.465,23.7605665,0.3
GLAD9-PET06,3,C,9,H,2,23.7605665,25.21869458,1.48
GLAD9-PET06,3,C,9,H,3,25.21869458,26.32706897,1.125
GLAD9-PET06,3,C,9,H,9,26.32706897,26.465,0.14
GLAD9-PET06,3,C,10,H,1,26.465,27.95761084,1.515
GLAD9-PET06,3,C,10,H,2,27.95761084,29.42559113,1.49
GLAD9-PET06,3,C,10,H,9,29.42559113,29.465,0.04
GLAD9-PET06,3,C,11,H,1,29.465,31.005,1.54
GLAD9-PET06,3,C,11,H,2,31.005,32.455,1.45
GLAD9-PET06,3,C,11,H,9,32.455,32.465,0.01
GLAD9-PET06,3,C,12,H,1,32.465,33.95268473,1.51
GLAD9-PET06,3,C,12,H,2,33.95268473,35.41573892,1.485
GLAD9-PET06,3,C,12,H,9,35.41573892,35.465,0.05
GLAD9-PET06,3,C,13,H,1,35.465,36.975,1.51
GLAD9-PET06,3,C,13,H,2,36.975,38.405,1.43
GLAD9-PET06,3,C,13,H,9,38.405,38.445,0.04
GLAD9-PET06,3,C,14,H,1,37.965,39.46748756,1.51
GLAD9-PET06,3,C,14,H,2,39.46748756,40.88042289,1.42
GLAD9-PET06,3,C,14,H,9,40.88042289,40.965,0.085
GLAD9-PET06,3,C,15,H,1,40.465,41.97248752,1.51
GLAD9-PET06,3,C,15,H,2,41.97248752,43.40010815,1.43
GLAD9-PET06,3,C,15,H,9,43.40010815,43.465,0.065
GLAD9-PET06,3,C,16,H,1,43.465,44.975,1.51
GLAD9-PET06,3,C,16,H,2,44.975,46.42,1.445
GLAD9-PET06,3,C,16,H,9,46.42,46.43,0.01
GLAD9-PET06,3,C,17,H,1,46.465,47.965,1.5
GLAD9-PET06,3,C,17,H,2,47.965,49.415,1.45
GLAD9-PET06,3,C,17,H,9,49.415,49.435,0.02
GLAD9-PET06,3,C,18,E,1,49.465,49.9604955,1.1
GLAD9-PET06,3,C,18,E,9,49.9604955,49.965,0.01
GLAD9-PET06,3,C,19,H,1,49.965,50.96012195,1.02
GLAD9-PET06,3,C,19,H,2,50.96012195,51.9552439,1.02
GLAD9-PET06,3,C,19,H,9,51.9552439,51.965,0.01
GLAD9-PET06,3,C,20,H,1,51.965,52.51395666,0.57
GLAD9-PET06,3,C,20,H,2,52.51395666,53.37591493,0.895
GLAD9-PET06,3,C,20,H,3,53.37591493,54.82053772,1.5
GLAD9-PET06,3,C,20,H,9,54.82053772,54.965,0.15
GLAD9-PET06,3,C,21,E,1,54.965,56.38,1.415
GLAD9-PET06,3,C,21,E,9,56.38,56.48,0.1
GLAD9-PET06,3,C,22,E,1,57.965,58.0618661,0.102
GLAD9-PET06,3,C,22,E,2,58.0618661,59.49776353,1.512
GLAD9-PET06,3,C,22,E,3,59.49776353,60.93176163,1.51
GLAD9-PET06,3,C,22,E,9,60.93176163,60.965,0.035
GLAD9-PET06,3,C,23,E,1,60.965,62.41965995,1.54
GLAD9-PET06,3,C,23,E,2,62.41965995,63.87054156,1.536
GLAD9-PET06,3,C,23,E,9,63.87054156,63.965,0.1
GLAD9-PET06,3,C,24,E,1,63.965,65.45871576,1.545
GLAD9-PET06,3,C,24,E,2,65.45871576,66.94759749,1.54
GLAD9-PET06,3,C,24,E,9,66.94759749,66.965,0.018
GLAD9-PET06,3,C,25,E,1,66.965,67.44455975,1.525
GLAD9-PET06,3,C,25,E,9,67.44455975,67.465,0.065
GLAD9-PET06,3,C,26,E,1,67.465,68.94930347,1.513
GLAD9-PET06,3,C,26,E,2,68.94930347,70.43066383,1.51
GLAD9-PET06,3,C,26,E,9,70.43066383,70.465,0.035
GLAD9-PET06,3,C,27,E,1,70.465,71.81635135,1.5
GLAD9-PET06,3,C,27,E,2,71.81635135,73.1677027,1.5
GLAD9-PET06,3,C,27,E,3,73.1677027,73.38842342,0.245
GLAD9-PET06,3,C,27,E,9,73.38842342,73.465,0.085
GLAD9-PET06,3,C,28,E,1,73.465,73.57583044,0.117
